Yatzy - Dice Poker Game,https://apps.apple.com/us/app/yatzy-dice-poker-game/id1521476932,5.0 ,1,,"You play Yatzy with five dices. The game consists of thirteen turns. The goal is to score as many points as possible in all the required categories altogether. All categories in the list must be filled.The game has a Leaderboard - you can compare your score with other players.
",Yassine Zeriouh,12.8 MB,"English, Russian",4+,Free,"Sep 12, 2020",https://is4-ssl.mzstatic.com/image/thumb/Purple124/v4/dd/f1/d4/ddf1d49b-c59a-1ae6-ce75-3d54fe165c95/AppIcon-0-1x_U007emarketing-0-7-0-85-220.png/230x0w.png,Yes,Games
Yatzy - Dice Rolling Game,https://apps.apple.com/us/app/yatzy-dice-rolling-game/id1016854156,,,,"Yatzy Addict is the famous poker dice game, played all around the world!You get 13 rounds, with 3 rolls each round to create POKER HANDS, such as 3 of a kind, 4 of a kind, straights, etc.There are 13 scoring categories, which can only be scored ONCE per game! this is what makes the game so challenging! How to maximize your points!
",Mithra Media,100.1 MB,English,17+,Free,"Aug 12, 2015",https://is1-ssl.mzstatic.com/image/thumb/Purple4/v4/7b/83/14/7b83149a-cebd-072b-62e1-85a545b751e2/pr_source.png/230x0w.png,Yes,Games
Yatzy - Full Sheet,https://apps.apple.com/us/app/yatzy-full-sheet/id1497628376,5.0 ,1,Single Player Dice Game,"Yatzy - Full Sheet is a single player version of the well-known dice rolling game.  In this version of Yatzy, you get to choose how many columns to play with up to the full 6 columns at one time.  Roll the dice and get the best possible score by taking the value in any of the columns.  Check out the settings to change the dice color and check out the scores page to see your top scores for each game mode.
",Jeff Simpson,26.1 MB,English,4+,Free,,https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/8b/3f/5f/8b3f5fd2-5b8c-7d7e-8c50-765295c76fbb/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/230x0w.png,,Games
Yatzy : Dice Game Yahtzy 2019,https://apps.apple.com/us/app/yatzy-dice-game-yahtzy-2019/id1457535432,5.0 ,1,Online Multiplayer Game,"Play Now Online Multiplayer Yatzy Game With Your Friends And Family. Yatzy is a 13 round game. Each round you can roll the five dice up to three times to achieve one of the 13.Various name of yatzy game can be listed as Yatzie, Yatsy, Yazy, Yatzee, Yatze, Yahztee, Yatzi, Yhatzee and Yatzee.Yachty Free game for download Now.Yatzy Game is similar to Ludo, snakes and ladders, backgammon and other boad games.This fun Yatzy dice game has Four modes:- Solo game- Play With Facebook friends- Play With Computer- Play online
",Aeka Games,216.2 MB,English,17+,Free,,https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/6c/7e/53/6c7e53a5-1e52-fea1-e43c-62b33b732202/AppIcon-0-1x_U007emarketing-0-85-220-0-7.png/230x0w.png,Yes,Games
Yatzy Addict,https://apps.apple.com/us/app/yatzy-addict/id474425308,4.3 ,8.4K,,"Yatzy Addict! If you are a TRUE LOVER of Yatzy, this is your game! as Featured on http://freeBeeApps.com !!!Yatzy Addict is the famous poker dice game, played all around the world! WORLD WIDE NETWORK MULTIPLAYER IS LIVE!You get 13 rounds, with 3 rolls each round to create POKER HANDS, such as 3 of a kind, 4 of a kind, straights, etc.There are 13 scoring categories, which can only be scored ONCE per game! this is what makes the game so challenging! How to maximize your points!if i missed your custom scoring home town ruleset, email me! ill add it!im cool like that!HOW TO SCORE MULTIPLE YATZY's!Some people are confused on how to score multiple YATZY's! heres how!If you get another YATZY, you MUST select an empty score slot.You get the score for the score slot, PLUS 100 extra points for your extra Yatzy!I understand that some of you play a bit differently! Im going to add that way too!!Be sure to email me, so i can get ALL your custom rule sets in for the next update!goto http://robertsuh.com for more info on playing this fabulous game!All my games are SUPER FEATURE Rich and COMPLETELY CUSTOMIZABLE!* single player solo or against the computer* pass n play mode for up to 8 players, human or computer* background ipod music support,* HD retina and full size IPAD graphic support! * awesome sounds, and graphics!* just awesome FAST FUN!* GLOWING hint dice! shows you what you need to hit! turn it off, if you want* Computer speed from SUPER slow to SUPER SONIC FAST!Yatzy Addict is FULLY CUSTOMIZABLE.* Change the number of rolls per turn* Change the scoring on all categories* change the points needed for a BONUS* enable multiple 5 of a Kind Yatzys! or turn them off!* small straights.. 4 or 5 dice? YOUR CHOICE! and choose the scoring! * or do you like 1-5 vs 2-6? again, YOUR CHOICE!* play single player, 13 rounds* play against the COMPUTER, head to head* pass N play up to 8 players, both human and computer.* World Wide Network Multiplayer - Play against friends and strangers ALL OVER THE WORLD!If you enjoy dice games, be sure to check out our WORLD FAMOUS Farkle Addict! Play Farkle dice with people ALL around the world, head to head, in real-time.EMAIL ME: robertsuh@gmail.comi read and reply to ALL emails, usually with in 5 minutes. I strive for ""KNOCK YOUR SOCKS OFF"" support!Ask my Farkle Addict players! i support my players 110%!!!!http://robertsuh.com for more games, how to play YATZY, and RULES!DAILY FREE IPHONE and IPAD games at http://FreeBeeApps.com !Only the GOOD ONES!
",ROBERT SUH LLC,10.2 MB,English,12+,Free,"Oct 17, 2014",https://is5-ssl.mzstatic.com/image/thumb/Purple118/v4/6d/23/03/6d230386-c59e-23d1-3cbc-93d3d3ab2bda/contsched.uajybgcm.png/230x0w.png,Yes,Games
Yatzy Addict+,https://apps.apple.com/us/app/yatzy-addict/id1209429865,2.5 ,4,,"Yatzy is one of those strange addictions that is better experienced than explained. It's hard to discover what makes rolling those dice over and over again so fun, but it's beyond delight when you finally see those sixes line up. Yatzy is a simple brain game that trains analytical thinking. It's a classic board dice game.The objective of Yatzy is to score the highest possible score within the 13 rounds of the game. Players roll five dice in order to make the desired combinations, which have different fixed or variable point values. The results of each turn are recorded on a special score sheet.Yatzy is played with five dice. This popular game, lasts for 13 rounds as the players roll the dice and attempt to complete various combinations. The rules of Yahtzee are simple, and the game remains popular among people of all ages. Simply roll the dice, make your choices and score some points. At the end of the 13 turns, the player with the highest point total wins the gameDo the best dice combination in the this multiplayer Yatzy pro game. Half of the fun of this game is to yell out the game's name if and when you roll one. A Yatzy occurs when a player rolls and all five dice are the same number. Rolling five ""sixes"" is the best roll in the game. Special Yatzy rule is, the first time you get a Yatzy in a game it is worth 50 points (if you use it in the Yatzy slot). If you roll another Yatzy after you have already got the 50 points (i.e., you didn’t take a zero), you will get a 100 point bonus.The Yatzy scorecard or sheet contains 13 scoring boxes divided between two sections: 1) Upper section 2) Lower sectionIt is a game of great chance, luck and also of smart thinking and strategy. If you are a Yatzy pro addict then this is the best game for you to play online with your buddies.Download and play this free Yatzy HD  game and enjoy all the fun strategy elements that come along with this classic dice game.===== Yatzy Features =====* Play with Facebook Friends or as Guest * Easy to Learn* Addictive gameplay* iPhone and iPad SupportPlease rate and give your feedback for Yatzy for further improving the game.We will be grateful to hear your opinions and improve - whenever needed - in future versions.
",Anusha s t,70.1 MB,English,4+,Free,"Mar 13, 2017",https://is5-ssl.mzstatic.com/image/thumb/Purple122/v4/f5/12/48/f512489b-e3f6-bcb4-4434-e3fe6b8315e3/pr_source.png/230x0w.png,,Games
Yatzy Arena: #1 Yahtzee Online,https://apps.apple.com/us/app/yatzy-arena-1-yahtzee-online/id1013837586,3.2 ,36,Ultimate Dice Game for Buddies,"Yatzy Arena is a game of luck, risk and quick decisions multiplayer dice game. Make the highest total score and win the game against 1 or 2 opponents. You can roll the dice 3 times on your turn, to make the best final combination and get the most points. On each roll you may hold one or more dice results depending on what you guess will come next. Put the dice on the placeholders at the bottom and prepare for your next roll!  You may check the panel on the left to see what combinations are left to accomplish, how many points your roll will pay out  and decide which combination you’ll try to hit.Variations appear on the next game modes, with 2 opponents or 6 available placeholders instead of 5. Are you one dice away from the combination you aim? Hit the Golden Dice power-up and get the number you’re missing! Have you mastered the art of Yatzy Arena? Take part in our Tournaments and claim Bronze, Silver and Golden Trophies! The Hall of Fame is waiting for your name to be written on it!
",LazyLand LTD,77.4 MB,"English, Czech, Danish, Dutch, Finnish, French, German, Greek, Italian, Norwegian Bokmål, Polish, Portuguese, Russian, Spanish, Swedish, Turkish",17+,Free,"Jul 27, 2019",https://is3-ssl.mzstatic.com/image/thumb/Purple123/v4/09/2b/6c/092b6cda-1587-9770-bca6-fe1240fb4a09/AppIcon-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-3.png/230x0w.png,Yes,Games
YATZY BINGO Tournament,https://apps.apple.com/us/app/yatzy-bingo-tournament/id1507853123,4.9 ,16,#1 Skill-Based Yatzy Bingo!,"Skill-based Bingo meets the classic board game YATZY!The most famous classic dice game!Welcome to the brand new board game, “YATZY BINGO Tournament”!You can win Real World Rewards and Cash Prizes!Simple gameplay with deep strategy that anyone can enjoy!Roll the dice and fill the “Score Cell” to hit bingo on the game-board!Get power-up items by making Bingo! Use your item wisely to get a higher score and win!How to Play?• Roll the 5 die and fill the score cell on the game-board.• A bingo is created by scoring 4 cells in a straight, uninterrupted line. Each bingo awards Bonus Points and a Power-Up Item!• Score all 12 cells and get higher score to win!Simple yet challenging!• Think carefully and wisely to win the game! Focus on Bingo or fill higher score cells to win.• Use Power-Up Items as a strategic way to make YATZY or hit Bingo!Compete with others and win prizes!• Challenge people from all around the world.• The player who finishes with the most points wins! Prize tournaments are not available in the following states: AZ, AR, CT, DE, LA, MT, SC, SD, and TN. If you don’t live in a real prize-enabled region, you can still play for fun with our virtual currency.
",MONSTER PLANET Corp.,178.4 MB,"English, French, German, Italian, Japanese, Portuguese, Russian, Simplified Chinese, Spanish",17+,Free,"Sep 25, 2020",https://is1-ssl.mzstatic.com/image/thumb/Purple114/v4/d8/2e/01/d82e0151-1370-3381-7a0f-5c28a028f259/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/230x0w.png,,Games
Yatzy Blast!,https://apps.apple.com/us/app/yatzy-blast/id603573948,4.1 ,106,,"A fun, colorful Yahtzee game, with animations & explosions!Follows the official Yahtzee rules.
",Mark Briggs,27.3 MB,English,4+,Free,"Apr 3, 2013",https://is3-ssl.mzstatic.com/image/thumb/Purple/v4/f2/6a/e8/f26ae8fa-e116-4cfc-cf7e-31e4537673a1/mzl.fxumcvsa.png/230x0w.png,Yes,Games
Yatzy Blaster,https://apps.apple.com/us/app/yatzy-blaster/id1312799654,4.6 ,261,Physics-based Yatzy Game,"A fun, colorful, classic Yahtzee game - with explosions, physics, and animations!
",Mark Briggs,53.4 MB,English,4+,Free,"Mar 21, 2019",https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/28/46/e8/2846e8f6-a36d-91a1-efc3-fc9f47819c48/AppIcon-0-1x_U007emarketing-0-0-85-220-0-7.png/230x0w.png,Yes,Games
Yatzy Bonus Play,https://apps.apple.com/us/app/yatzy-bonus-play/id950810140,4.0 ,1,,"Yatzy is a popular dice game (It is similar to poker dice). The object of the game is to get as many points as possible from each roll of the dice. The dice can be rolled up to three times in a turn to try to make one of the thirteen possible scoring combinations.
",Social Alloy LLC,66.8 MB,English,17+,Free,"Feb 22, 2018",https://is1-ssl.mzstatic.com/image/thumb/Purple62/v4/f2/9c/2c/f29c2c4b-62ca-b73d-637f-a64dc39f3607/AppIcon-pro-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-9.png/230x0w.png,Yes,Games
Yatzy Challenge,https://apps.apple.com/us/app/yatzy-challenge/id1072398746,4.3 ,11,,"Yatzy Challenge is a combination of the games Single Yatzy, Double Yatzy, and Triple Yatzy. The challenge is to win all three, in order, against the computer opponents.If you win Single Yatzy, then you play Double Yatzy. And if you win Double Yatzy, then you play Triple Yatzy.The winner of Triple Yatzy wins the challenge.
",Scott Slocum,25.1 MB,English,4+,$1.99,"Jan 4, 2020",https://is1-ssl.mzstatic.com/image/thumb/Purple123/v4/73/95/18/73951898-5b65-8381-c27e-6fbc473ff194/AppIcon-0-0-1x_U007emarketing-0-0-6-0-85-220.jpeg/230x0w.jpg,,Games
Yatzy Classic,https://apps.apple.com/us/app/yatzy-classic/id1261744380,2.0 ,3,Yatzy Fun for everyone!,"Yatzy is one of the most popular dice games played all around the world.It is a simple brain game that trains analytical thinking. It's a classic dice game.Play Yatzy wherever you may be. Find out why millions of people have played this classic board game for over 50 years!It's hard to discover what makes rolling those dice over and over again so fun, but it's beyond delight when you finally see those sixes line up. The objective is to reach the highest possible point score by rolling and scoring dice.Yatzy is played with five dice. This popular game, lasts for 13 rounds as the players roll the dice and attempt to complete various combinations. The rules of Yatzy are simple, and the game remains popular among people of all ages. Simply roll the dice, make your choices and score some points. At the end of the 13 turns, the player with the highest point total wins the gameDo the best dice combination in the this multiplayer Yatzy game. Half of the fun of this game is to yell out the game's name if and when you roll one. A Yatzy occurs when a player rolls and all five dice are the same number. Rolling five ""sixes"" is the best roll in the game. Special Yatzy rule is, the first time you get a Yatzy in a game it is worth 50 points (if you use it in the Yatzy slot). If you roll another Yatzy after you have already got the 50 points (i.e., you didn’t take a zero), you will get a 100 point bonus.The Yatzy scorecard contains 13 scoring boxes divided between two sections: 1) Upper section 2) Lower sectionPlay with your Facebook friends or with millions of dice players around the world.You can also create Private Room and invite your friends to play.Roll your way to fast fun with this amazing version of Yatzy board game that's been a family favourite.Use your math and strategy skills to achieve victory.Download and play Yatzy and enjoy all the fun strategy elements that come along with this dice game.**** Yatzy Features ****1. Create Private Room and Invite Friends2. Play with people around the world3. Play with Facebook Friends or as Guest 4. Easy to Learn5. Addictive gameplayPlease don't forget to Rate and Review Yatzy, we aim to make it one of the best board games out there on the App store.Enjoy playing!
",Anusha s t,71.7 MB,English,4+,Free,"Nov 22, 2017",https://is3-ssl.mzstatic.com/image/thumb/Purple128/v4/c8/28/86/c828869f-65af-711d-3ab9-5665d172d97e/mzl.jbejcgvt.png/230x0w.png,,Games
Yatzy Dice Clash - Dice Game,https://apps.apple.com/us/app/yatzy-dice-clash-dice-game/id1382768823,2.9 ,89,Dice Game & Collectable Cards,"Yatzy Dice Clash comes with an enhanced Yatzy gameplay core spiced up with collectible cards.The traditional dice game will refresh your childhood memories and in the same time awaken your competitive spirit!In the new gameplay experience you can start your journey by building your deck of cards and get an additional chance of luck while rolling the dice!It’s an online multiplayer dice game followed by simple rules of the board game also known as yatzee, yatze, yahsee or yatzy. The famous dice game takes you to another level with its new features. Upgrade your cards, customize your dice, create your card deck and roll the dice in one of the best dice games!Challenge your buddies to play a match in a world tour and climb straight to the top!Yatzy Dice Clash is a free game; however, some items in the game, which can help you during your matches, can also be purchased with real money.FEATURES:● Challenge players from around the world and friends in real-time ● Win Silver, Gold, Royale and Grand Royale boxes from duels● Earn Yatzy stars to open Yatzy boxes ● Collect powerful new cards and upgrade existing ones in your deck● Create your ultimate Yatzy Lucky Charms Deck to boost your chance to score higher ● Discover new dice skins and customize your dice● Progress by playing in the world tours and become a world champion● Invite your Facebook friends and challenge them to a duel● Exchange gift boxes on a daily basis*more new features coming soon!
",Snowball Games,223.3 MB,English,4+,Free,"Nov 19, 2019",https://is2-ssl.mzstatic.com/image/thumb/Purple123/v4/ee/d6/2d/eed62d60-425c-611f-6812-7219c9885fa4/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-85-220.png/230x0w.png,Yes,Games
Yatzy Dice Game,https://apps.apple.com/us/app/yatzy-dice-game/id1487908520,,,Dice Game,"*** The best Yatzy Dice game available on App store! ***Do you love to play Puzzle game? Poker dice game? Strategy game? Then you will love this new two player dice game!Roll dice to play Yatzy With friends! It is a classic board game with a new fresh look. Play dice with friends in this multiplayer game.It is a Scandinavian dice game very similar to Poker Dice, Yacht, Generala and Cheerio. Yatzy is also known as Yachty and Farkle in different countries. The famous dice game takes you to another level with its new features. The objective is roll the dice and achieve the highest score possible at the end of the game.Game Rules :- The rules are simple and clear. The Yatzy game is played with five dice. All five dice are rolled to start a turn.- Yatzy is the dice games where players can score as many points as possible, by throwing combinations of dice.  There are only 13 rounds in the game and you should fill in all 13 combinations. - Here, in the game 5 identical dice is the best combination which is called Yazty.Game Mode :- Solo game : train yourself and improve your best score- Play Vs a friend : challenge your friend and play on the same device turn by turn (Local Multiplayer)- Vs Computer : play against computerYatzy game Feature : - Select your bet - Addictive game play- Amazing visuals- Easy for beginners, simple instructions- Hourly bonus : play and get free chips.- Optimised for both tablets and phones- Let’s play Yazty free!Download Best Yatzy Dice ever from Appstore !! Play this Yatzy game and be a King of dice games. The game is also called Poker Dice Game, The Yacht Game, Yatzy, Yam’s, Yatzee, yahtzy, yahtzee tm, yatze, yatsy, yazee and.Try it now and let us know what you think! We are always improving. Having any problems? Any suggestions? We would love to hear from you!Having any problems? Any suggestions? We would love to hear from you! Your feedback will be used in future updates.Contact us on “apple.propheticdev@gmail.com” if you have any questions, ideas for improvements or experience any bugs when playing the game.
",PROPHETIC DEVELOPERS,41.7 MB,English,17+,Free,,https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/74/aa/a8/74aaa8fd-9835-b03a-6568-110b77f5fd5e/AppIcon-0-0-1x_U007emarketing-0-0-0-10-85-220.png/230x0w.png,Yes,Games
Yatzy Dice Game for Buddies,https://apps.apple.com/us/app/yatzy-dice-game-for-buddies/id1141547145,4.4 ,2.1K,#1 classic family game Yatzee!,"Yatzy is the dice game where players should score as many points as possible, by throwing combinations of dice. There are only 13 rounds in the game and you should fill in all 13 combinations. This dice game is also called poker dice. Here, in the game 5 identical dice is the best combination which is called Yatzy. There are a number of combinations such as Full house, Three of a Kind, Four of a Kind, Small Straight, Large Straight. If you re-throw Yatzy, Joker Rule will be activated and you will get a bonus and could write every combination. You can find full details in our website, dedicated to our remarkable dice game.The advantages of this game are:- Classical rules;- A single player;- Regular tournaments;- Multiplayer;- User-friendly interface – you can play using only one hand;- Pleasant sounds;- Hourly bonus;- The selection of the opponent just of your level.In the near future dice game will get focused on “dice” and “cups” that will show your level.By the way, you can hear other names of this game. They are yatzy, yatzee or yacht.Play Yatzy and enjoy it!Terms of Use: www.fabros-team.com/terms-of-use.htmlPrivacy Policy: www.fabros-team.com/privacy-policy.html
",Fabros,150.2 MB,English,4+,Free,"Jul 29, 2020",https://is1-ssl.mzstatic.com/image/thumb/Purple114/v4/a5/a5/b7/a5a5b76d-99aa-6c4b-e3d0-9eeb0d77ff85/AppIcon-1x_U007emarketing-0-7-0-85-220.png/230x0w.png,Yes,Games
Yatzy Dice Game Offline,https://apps.apple.com/us/app/yatzy-dice-game-offline/id1277020121,,,,"Emerge into the world of stakes, bets and tabletop games! Take your dice and defeat your computer opponent playing Yatzy Dice Game Offline!Enjoy the popular Scandinavian dice game – Yatzy, also known as poker Dice in the Great Britain or Generala in the Latin America! Improve your skills, gain experience, and win all matches against CPU!The rules are quite simple. Players take turns rolling five dice. After each roll, the player chooses which dice to keep, and which to reroll. A player may reroll some or all of the dice up to two times on a turn. The game ends when each score box is used. The player with the highest total score wins the game.Choose the right combination of dots, be it Small Straight or Full house, bet right amount of points and win! Check the solitaire mode – pick the target dot combinations on time!Earn points for each winning to shuffle your game board, choose the new background or to unlock new dice of different bright colors – black, blue, green, orange or even purple!ATTENTION: This game doesn’t have online mode!Yatzy Dice Game Offline features:Famous Yatzy dice game!Simple rulesRealistic gameplayVarious dice for your pleasure
",Kseniya Vazilyuk,68.1 MB,English,4+,Free,,https://is4-ssl.mzstatic.com/image/thumb/Purple118/v4/d2/08/9a/d2089a3b-c9e1-18e0-c576-f1d6284ca425/pr_source.png/230x0w.png,,Games
Yatzy Dice Master,https://apps.apple.com/us/app/yatzy-dice-master/id1273883788,4.3 ,8,Play Friends Online or Solo,"Roll five dice to play the classic game of Yatzy against friends or randomly matched players online. You can also play solo and offline if you're not feeling very sociable. Yatzy Master has a straight forward user interface that's easy to understand. You'll be able to go straight to playing your favorite dice games without being bewildered by a screen full of flashing images, challenges and carnival games when you just want to roll some dice!Watch the realistic 3D dice leap out of your screen as they crash, rattle and roll around in the most satisfying of ways. Earn in-game gold coins as you progress and use them to collect new dice designs that range from simple, to wild.If you're not familiar with this classic dice game that's very similar to Yahtzee, then a walk through tutorial is included that you can skip at any time. Yatzy is a relaxing and addictive game of chance and skill that anyone can learn and score highly, but with a little bit of strategy you can become a Yatzy Master!Features* Real 3D dice physics!* Mesmerizing 3D dice that rattle and roll off each other during every throw.* Turn based online multiplayer so you can have multiple games going at once.* Five dice Yatzy, Double Yatzy, Triple Yatzy and Mini Yatzy.* Six dice Maxi Yatzy.* Easy to understand user interface.* Interactive tutorial for beginners.* Send an invite code to friends and family to play an online game with you.* You'll only be matched with a random player if you request to play one.* If you're not a fan of social games then play on your own, trying to improve your highest scores.* Daily, Weekly and All Time Great online leaderboards.* A large selection of fine looking dice to collect.Download more amazing games from Digital Smoke for your iPhones and iPads:Solitaire City (Free and Paid)10 Pin Shuffle (Free, Paid and Skillz Tournaments Edition)Silly Saucers (Free)
",Digital Smoke LLC,177.5 MB,English,12+,Free,"Aug 24, 2020",https://is1-ssl.mzstatic.com/image/thumb/Purple114/v4/38/85/4a/38854a40-9f15-a04e-a1d3-fd73a7a7447d/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/230x0w.png,Yes,Games
Yatzy Dice Pocket GoldMine FREE - Selfie Zoo Yahtzee,https://apps.apple.com/us/app/yatzy-dice-pocket-goldmine-free-selfie-zoo-yahtzee/id1035998417,4.3 ,7,,"*** Roll The Dice! *** Build Your Decision-Making Skills! *** Have Fun With Your Friends & Family! ****** Meet The Funny Characters *** From The SELFIE ZOO Collection! ****** Challenging Strategy Game! *** Can You Score In All 13 Categories? *** This is the original family game that millions of people have played for over 50 years. Refresh your childhood memories with this all-time classic.No Timers. Just relax and have fun.Hone your skills, and look for the highlighted hints that reveal the optimal choices.Have fun mastering our poker dice game.Features for Your Enjoyment: - Classic Gameplay- Highlighted Choice Hint- Funny Notification Sounds- Multiple Scoring Categories- Fun Graphics- Amusing Sounds- Your Favorite SELFIE ZOO Character- Included Instructions- Challenge Your Friends- Compete on the Leaderboard- Multiplayer Compatibility- Play On Your iPhone or iPad- Shuffle Engine is Casino MatchedChallenge Awaits You with Great Benefits:- Stimulates Your Mind- Builds Your Decision-Making Skills- Easy To Learn- Improves Your Memory- Tests Your Skills- Provides Family Fun- Exercises Your Brain- Excellent Time-Killer- Relieves Stress- Calms You Down after Work- Relaxes You before SleepDownload Now... But Beware, It's Surprisingly Easy To Pick-Up & Hard To Put Down! If you prefer to have an ad-free experience, please purchase our Pro version; Yatzy Dice Pocket GoldMine PRO.******************************How to Play?Yatzy consists of 13 rounds.In each round, you roll the dice and score the result in 1 of 13 categories.You must score exactly once in each category.Skill and judgement are required as the game progresses, and your options start to ran out.The aim of the game is to get the highest score from 13 rounds, with 3 rolls per hand.A Yatzy (5 of a kind) is 50 points, but a second Yatzy yields a bonus of 100 points.Try to tick off all 13 dice combinations.Use Game-Center to track accomplishments and compare your best scores to others around the world.Secret Tips:Conserve the easy combinations (like the multiples of 1's, 2's, 3's, 4's, 5's, 6's, and ""Chance"") for when you need them.Aim for the most difficult dice combinations, such as ""Full House"", ""Small Straight"", ""Large Straight"" and ""Five of A Kind / Yatzy"".*****************************The Selfie Zoo Collection's Mission is to Help to Raise Worldwide Awareness to the Animal Rights - in a Fun Way. :)Download the Full Collection of The SELFIE ZOO © Games!Create a Happy Screen on Your Device! Many Thanks to Our Awesome Designers & Developers; Janz & Jing & Mike.  ****************************Get in Touch! Connect with Us! Like Us on Facebook: www.facebook.com/AppDesignUniverse Follow Us on Twitter: @AppDesignUniv_  Check Out Our App Portfolio: http://appdesignuniverse.com/Send Us Feedback: http://appdesignuniverse.com/support.phpIf you have some great tips that we’ve missed, or just want to let us know what you love or hate about the game... Please don’t hesitate to send us feedback and we’ll spend a penny for your thoughts. We always Appreciate, if you Write a Review about our Apps.Thank You for Playing!We hope you Have Fun and Enjoy the Game. Game-On! – App Design Universe ©
",App Design Universe,54.4 MB,English,12+,Free,"Jan 6, 2016",https://is4-ssl.mzstatic.com/image/thumb/Purple49/v4/87/ec/59/87ec59d4-859e-7cd0-6fe6-0c76fc88bbe3/mzl.vjcwuvja.jpg/230x0w.jpg,Yes,Games
Yatzy Duels Live Tournaments,https://apps.apple.com/us/app/yatzy-duels-live-tournaments/id1301950382,3.3 ,3,Play with real opponents!,"Be the Dice-Master in this amazing Yatzy Duels Live Tournaments game!

A turn-based dice game with different modes to unlock for even more fun. On each turn you roll the dice and you may hold one or more dice in the placeholders depending on your strategy! The ""Yatzy” event accounts for the highest score possible to be made, so make sure to keep it within the timer, to take the advantage! You can play live duels with your friends, random opponents or even with the best players worldwide!

Picking the right dice combinations and beating the odds will make you win one game after the other. Various boosters can skyrocket your score so use them wisely!

Global tournaments are also an option once you 've mastered the game. Prove your skills against the top players and compete for awesome prizes! Remember that your daily bonus awaits you to claim it, every day that you play the game!

Are you able to enter the Hall of Fame?


      more
    
",LazyLand LTD,77.3 MB,"English, Czech, Danish, Dutch, Finnish, French, German, Greek, Italian, Norwegian Bokmål, Polish, Portuguese, Russian, Spanish, Swedish, Turkish",12+,Free,"Jul 31, 2019",https://is5-ssl.mzstatic.com/image/thumb/Purple123/v4/9a/88/75/9a88758d-b641-6bdb-e69d-641fd117e55e/AppIcon-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-3.png/230x0w.png,Yes,Games
Yatzy Extreme,https://apps.apple.com/us/app/yatzy-extreme/id1366998506,,,,"Yatzy Extreme is the deluxe edition of Yahtzee.The objective of the game is to score points by rolling five dice to make certain combinations.You could play Solo or against the Computer or against a Friend on the same device.Enjoy 25 different sets of Dice to customize your experience.NB: we have many other great games in the App Store.
",Christophe Baranger,38.1 MB,English,4+,Free,,https://is2-ssl.mzstatic.com/image/thumb/Purple115/v4/16/cb/c8/16cbc86e-7b61-2362-8924-972428d48563/AppIcon-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-6.jpeg/230x0w.jpg,,Games
Yatzy Extreme - Plus,https://apps.apple.com/us/app/yatzy-extreme-plus/id1366999553,,,,"Yatzy Extreme is the deluxe edition of Yahtzee.The objective of the game is to score points by rolling five dice to make certain combinations.You could play Solo or against the Computer or against a Friend on the same device.Enjoy 25 different sets of Dice to customize your experience.NB: This version has no Ads.NB: we have many other great games in the App Store.
",Christophe Baranger,33.3 MB,English,4+,$0.99,,https://is1-ssl.mzstatic.com/image/thumb/Purple115/v4/ec/7f/c2/ec7fc2b5-c0b1-3c32-28d0-765a3f5150c9/AppIcon-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-6.jpeg/230x0w.jpg,,Games
Yatzy for iMessage,https://apps.apple.com/us/app/yatzy-for-imessage/id1158699171,2.4 ,9,,"Yatzy is a game of both luck and strategy. Roll your dice, and carefully plan each of your turn to make most of it, as you continue to collect points in a series of turns.Whether you are on the go, or next to each other - you can both enjoy the thrill of besting your friends and family with this clever game.iPhone 7 users will also be able to physically experience dice rolls with the all new haptic feedback.Designed and implemented following iMessage guidelines to give you an easy to use and delightful game that you will love to have.
",Yomba Limited,1.8 MB,English,4+,Free,,https://is3-ssl.mzstatic.com/image/thumb/Purple71/v4/6d/67/3f/6d673f4f-2c52-f76c-522e-3448145ccdc0/iMessage_App_Icon-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-181-0-0-0-0.png/230x172sr.png,,Games
