Quadcopter Drone Flight Simulator - Tap to play,https://apps.apple.com/us/app/quadcopter-drone-flight-simulator-tap-to-play/id1237726565,,,,"- - -  Quadcopter Drone Flight Simulator  - - -

Drone racing will be a sport of the future! They are very very fast, to bring you an unbelievable visual experience, it's really immersive, it's engaging and fast. This is an elaborate game, fun beyond imagination. This game have noob mode and pro mode, so that everybody can get started, let you have a smooth experience.

NOOB mode:
Simplified control, fly up and fly forward, suitable for newbie & casual

PRO mode:
You can use the controller sticks to control 8 directions, Very challenging! Very interesting. In this mode, the only restriction, you can not turn around.

*** You can switch camera in any mode ***

Rules:

* Flying over obstacles, the faster the higher the score.
* Miss an obstacle -5 scores, negative score game over.
* Collect gems, used to refit drone and use stunts.
* Get variety of props, there will be surprises.
* Don’t fly too slow, doors will close.
* You must learn to use the stunts, let you fly faster and cool.


      more
    
",Usman Elahi,62.4 MB,English,4+,Free,,https://is5-ssl.mzstatic.com/image/thumb/Purple127/v4/88/0a/f2/880af257-171f-50b0-15a1-7a0e94d64651/pr_source.jpg/230x0w.jpg,,Games
Quadcopter Drone Flight Simulator 3D Full,https://apps.apple.com/us/app/quadcopter-drone-flight-simulator-3d-full/id1142923039,2.3,3,,"Discover the power of drones with our new Quadcopter Drone Flight Simulator 3D!

You can control the single-rotor heli, quad-rotor heli, etc...If you like various outdoor remote controlled vehicle, Quadcopter Drone Flight Simulator 3D will definitely a great way for you how to kill the time!

Quadcopter Drone Flight Simulator 3D will impress all the people, who are fond of extreme flights on radio controlled quadcopter. Your goal is to complete different flight and photo missions, perform flips and tricks using your virtual rotorcraft, get pictures of citizens and earn points to upgrade your drone or buy/unlock the new one!

Fly over the realistic city and you`ll get the experience how to navigate various drones and beguile the time in traffic congestion.

Quadcopter Drone Flight Simulator 3D features:
•	Great choice of drone models - single-rotor heli, quad-rotor heli etc
•	Realistic environment – beautiful city full of citizens 
•	Great sound effects – for full impression
•	Some ways to upgrade your drone 
•	Opportunity to make pictures - annoy citizens

Become the flier of the remote controlled drone, also called quadcopter! Fly over the realistic city and terrorize citizens on streets get their photos and annoy them! Join the club of virtual skymen with Quadcopter Drone Flight Simulator 3D!


      more
    
",Tayga Games OOO,109.7 MB,English,12+,$3.99 ,15-Aug-16,https://is3-ssl.mzstatic.com/image/thumb/Purple71/v4/68/c8/72/68c872ed-d7a0-7295-7b03-ca524a58cdde/pr_source.png/230x0w.png,,Games
Quadcopter Drone Simulator,https://apps.apple.com/us/app/quadcopter-drone-simulator/id1142922997,2.6,78,,"Discover the power of drones with our new Quadcopter Drone Flight Simulator 3D!

You can control the single-rotor heli, quad-rotor heli, etc...If you like various outdoor remote controlled vehicle, Quadcopter Drone Flight Simulator 3D will definitely a great way for you how to kill the time!

Quadcopter Drone Flight Simulator 3D will impress all the people, who are fond of extreme flights on radio controlled quadcopter. Your goal is to complete different flight and photo missions, perform flips and tricks using your virtual rotorcraft, get pictures of citizens and earn points to upgrade your drone or buy/unlock the new one!

Fly over the realistic city and you`ll get the experience how to navigate various drones and beguile the time in traffic congestion.

Quadcopter Drone Flight Simulator 3D features:
•	Great choice of drone models - single-rotor heli, quad-rotor heli etc
•	Realistic environment – beautiful city full of citizens 
•	Great sound effects – for full impression
•	Some ways to upgrade your drone 
•	Opportunity to make pictures - annoy citizens

Become the flier of the remote controlled drone, also called quadcopter! Fly over the realistic city and terrorize citizens on streets get their photos and annoy them! Join the club of virtual skymen with Quadcopter Drone Flight Simulator 3D!


      more
    
",Tayga Games OOO,129.5 MB,English,12+,Free,29-Oct-19,https://is2-ssl.mzstatic.com/image/thumb/Purple123/v4/ee/f4/32/eef4320e-421b-9c56-cb4d-f3cd24156f24/AppIcon-0-1x_U007emarketing-0-85-220-0-7.png/230x0w.png,,Games
QuadcopterFx Simulator,https://apps.apple.com/us/app/quadcopterfx-simulator/id884782635,3.6,44,,"A Quadcopter / Multirotor RC Drone simulator with First Person View (FPV), HUD, Return Home, Course Lock, Home Lock, Camera Gimbal, Acro mode, Acro 3D mode  and more..Now Google Cardboard VR is also supported for immersive flying and FPV experience.Support for ControllersPlease note that this a simulator and Not a game. It is designed for RC enthusiasts to practice Flying skills. Basic Tutorial for beginner is in the above description video.Features:1) Based on real physics Model of Quadcopter2) Interactive selection of different cameras modes:    * Eye level Camera   * First Person View Camera   * Stabilized Gimbal Camera   * Follow Camera      You can walk around while flying, looking at the quad either by dragging the middle of screen or by enabling accelerometer button on the left side in the Eye level Camera Mode..3) Return to Location (RTL) When on the Quad will automatically Return and Land back in its Landing Position. It will Automatically switch on when the Quad goes out of range.4) Position HoldWhen ON the Quad will try to Hold its position when both control sticks are released.5) Course Lock When ON the Forward, Backward, Left and Right  will remain same regardless of orientation of Quad. e.g. Moving Right stick Forward will always make the Quad go forward in East Direction even if its pointing towards north.6) Home Lock When ON the Forward will always be Away from you and Backwards will always be towards you regardless of Quads Orientation.7) Heads up Display(HUD)    Displaying real-time Pitch, Roll, Heading, Altitude and Speed.8) Adjustable Control sensitivity Settings9) Auto Stabilizing adjustable10) Altitude Hold Switch   If ON the quad will try to maintain the altitude when it was switched on. 11) Advanced Settings   If enabled users can change the Total Weight, Static / Dynamic thrust, PID setting and Aerodynamic Drag values.12) Multiple Quad / Scene Selection / Some basic Challenges for Time Pass..13) Multiple mode Input Support.Now it supports mode1, mode2. mode3, mode4 and accelerometers. You can change via settings page14) Camera rotation in FPV and Gimbal camera.Click and Drag from center of screen on FPV or Gimbal camera. Double click in center to reset. 15) Dynamic WindWind effect will reduce when behind the building.16) Google cardboard Support for immersive virtual reality and FPV experience.Make sure that you have a controller attached to the device because the only way you can control the quadcopter is by controller once the Cardboard VR is enabled.  After enabling you have to gaze at the buttons on the UI and press the trigger button on the cardboard to click it. Once you are flying then pressing the trigger anywhere will open the settings page. You can also touch on screen anywhere to execute trigger event instead of pressing the trigger button.17) Max Tilt Angle  / Auto Stabilize Sensitivity SliderIn Normal Mode the slider changes the Maximum Tilt angle setting. This settings determines the maximum roll / pitch angle the quadcopter will tilt. In Sports Mode it changes the Auto Stabilize sensitivity. The higher the settings the more force is applied to stabilize the quadcopter.18) Acro / Acro 3d mode for expert flyingAuto stabilize will not be applied in these modes. You need to be expert to fly in this mode.In 3D Mode is mode in which the Quadcopter can fly upside down also. The throttle sticks will produce reverse thrust when moved down from the center position. Enjoy Flying..Credits: Some Arteria content is in use.
",Prabhjot Singh,81.8 MB,English,4+,$4.99 ,9-Sep-15,https://is5-ssl.mzstatic.com/image/thumb/Purple18/v4/90/f1/1f/90f11fdc-ee84-7f68-aab7-3f17128ac850/mzm.ruagydlt.jpg/230x0w.jpg,,Games
Quadcorder,https://apps.apple.com/us/app/quadcorder/id298654660,3.7,45,,"Turn your iPhone/iPod touch into a futuristic scanning device!  Has three scanning modes, with animated graphics and sound effects! No sci-fi fan should be without it! 

If you have a phaser and a communicator, then all you need is Quadcorder and you will be set to explore the galaxy! 

Check out a video of Quadcorder in action, click on my website below!

To access the other animations, press the Library AB button once. Then press one of the DEVICE INPUT buttons that is not currently active. 

Special Note: Under the Settings application, there are  controls for background volume and background sound. The background sound is off by default.

This app is intended for entertainment purposes only and does not provide true functionality.


      more
    
",Adam McElhaney,9 MB,English,4+,$1.99 ,12-Feb-16,https://is3-ssl.mzstatic.com/image/thumb/Purple49/v4/e9/6d/ed/e96ded2d-3dd0-302d-6064-fed8ebe2296f/mzl.sqajigzf.png/230x0w.png,,Entertainment
Quadoku - Block Puzzle,https://apps.apple.com/us/app/quadoku-block-puzzle/id1501654237?mt=12,,,Endless block puzzle!,"Quadoku is a simple yet addictive puzzle game.

Fill the game board with block patterns attempting to create rows, columns, and quadrants to break the blocks and score points. Score massive points in clearing several sections at once, but be careful to be sure to have space for your patterns or your blocks will burst and it will be game over.  Complete as many patterns as you can to earn achievements and compete for the highest score on the Leaderboard!

You can download and play this game for free. Play, stop, and resume your game at anytime with automatic saved games. Have a great time with Quadoku!

Quadoku features:

- Endless fun and challenge
- Share your score with your friends & family
- Clean, colorful graphics
- Rewarding Animations
- Fun sound effects
- Play at your own pace with automatic game saves

This game contains advertising which will redirect you to a third-party site.


Visit our official site: https://www.dualpistolgames.com/

Terms of Use and Privacy Policy: http://privacy.dualpistolgames.com/


      more
    
",Dual Pistol Games,29.6 MB,English,4+,$3.99 ,,https://is3-ssl.mzstatic.com/image/thumb/Purple114/v4/20/a0/28/20a02858-a745-bc89-254a-704d0133429a/PlayerIcon.png/230x0w.png,,Games
Quadose,https://apps.apple.com/us/app/quadose/id412464907?mt=12,3,1,Falling blocks game on 2 sides,"Quadose is a game of falling pieces, played against 2 sides of the board. When a row is filled it clears out and the board rotates 90 degrees to the other side! 

As you progress through the levels, new pieces are unlocked, and the pace of gameplay increases. 

There are three board sizes to choose from, detailed high-score stats, and stereo sound effects for increased immersion. Game is played using keyboard, and keys are configurable. Game window is resizable and can be played in fullscreen.

Try Quadose today and see how long you can last!


      more
    
",Side Tree Software,5 MB,English,4+,$4.99 ,19-Apr-20,https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/8b/00/93/8b00933a-1d42-92bb-e7e8-000ba5972e58/App.png/230x0w.png,,Games
Quadracade,https://apps.apple.com/us/app/quadracade/id1494472010,4.5,255,Play 4 arcade games at once!,"In Quadracade, you have to play four games at once! With a collection of more than 30 game cartridges to collect (and more to come), you'll have to keep an eye on which games are being switched in and out to truly master the game.

Watch out for powerups, which can help slow the game or increase your score. Use your switch power to switch out any games which you are losing in, giving you a reset and a new game, to continue on your high score.

Collect in-game coins to unlock more game cartridges to play. See which cartridges combine together best/pick your favourites to play in the arcade.


      more
    
",Kieran Haden,55.5 MB,English,9+,Free,25-Feb-20,https://is2-ssl.mzstatic.com/image/thumb/Purple114/v4/15/7c/32/157c32ce-36f5-8501-3604-ecaf8fea7543/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/230x0w.png,Yes,Games
Quadragon,https://apps.apple.com/us/app/quadragon/id1489769730,5,2,Avoid the Quadragons!,"Stay on the screen by avoiding flying Quadragons!  Share high scores with friends!  Enjoy original soundtracks while jumping to avoid flying squares!

",Joe Hochrein,5.3 MB,English,4+,Free,3-Jan-20,https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/09/89/d8/0989d86e-e9d4-193b-3c5a-5dc424ca8303/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/230x0w.png,,Games
Quadratum,https://apps.apple.com/us/app/quadratum/id396353033,3.7,3,An interesting and unusual puz,"QUADRATUM

Cubes of color make up the color 

An interesting and unusual puzzle. Pick up sides of cubes by color. When the color reaches a certain amount, then the dialed tape of cubes will disappear and so on. Score as many points as possible.

- Color

- Fast

- Best

...Try you might like it...


      more
    
",Valentin Tsimbalyuk,33.7 MB,English,4+,Free,1-May-19,https://is4-ssl.mzstatic.com/image/thumb/Purple123/v4/c1/8c/16/c18c164e-05e6-b4bf-ad1f-83864d34cd4f/AppIcon-0-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-7.png/230x0w.png,,Games
Quadrex,https://apps.apple.com/us/app/quadrex/id1350146980,,,New Wave Puzzle,"Wait! Wait! Wait!Is this another Puzzle?Quadrex is the next generation Puzzle! Rotate playground, collect colored cubes together and get points! Win the World Cup,also prove your leadership every month!* The mechanics of the game that you have never seen before* Fun gameplay* Relaxing gameplay and music
",Yuriy Pokrovskyi,63.1 MB,English,4+,Free,29-Aug-18,https://is4-ssl.mzstatic.com/image/thumb/Purple118/v4/aa/7f/09/aa7f09ac-ed94-00d3-00ec-e527e3ea6a40/AppIcon-1x_U007emarketing-85-220-6.png/230x0w.png,,Games
Quadrex - The puzzle game about scrolling tile blocks to form a pattern picture.,https://apps.apple.com/us/app/quadrex-puzzle-game-about-scrolling-tile-blocks-to/id918324981,4.1,7,,"Please welcome another great time-killer game!!!

At each level of the game you will be presented a pattern that must be solved to its initial state. At the beginning of the game the pattern is mixed.

Each level in the game is presented in the form of a square field with tiles, which form a pattern. The game has a set of levels with tiles of the same color, as well as multi-color sets.

The controls are quite simple: tap your finger onto the row or column and slide the row / column towards the necessary number of cells. Cyclic shift, i.e. when the tile disappears on one side of the field, it appears on the other side.

You can log in to Facebook, to see your friend's ratings, and the world rankings. The more levels you open, the higher your rating is.
You can compete with your friends in each level to solve the puzzle in the least number of moves.

Game features:

- The game has 8 sets of levels for a total of 1500 unique levels !!!
- The game has different graphic themes;
- Facebook Friends/Global ratings;


      more
    
",Vyacheslav Sidin,131.8 MB,"English, French, Portuguese, Russian, Simplified Chinese, Traditional Chinese",4+,Free,24-Jul-15,https://is4-ssl.mzstatic.com/image/thumb/Purple1/v4/d4/8f/8b/d48f8bec-a996-f972-ef25-1c940d74eadb/mzl.kisjbduf.jpg/230x0w.jpg,Yes,Games
Quadrilateral,https://apps.apple.com/us/app/quadrilateral/id1434978493,5,2,,"Quadrilateral is a fun, fast paced, bullet-hell arcade shooter. Simply tap and hold to shoot and move the diamond right and left and move up and down to rotate the diamond. Shoot in 360 degrees!Enemies come from above and below and the diamond fires in both directions, even when you rotate the ship!Shoot and avoid triangle enemies!Don't touch the instant-death dark suns! Get the colorful power-ups! Get the high score! SGFwcHkgV2VkbmVzZGF5IQ==
",Volta Software LLC,135.3 MB,English,9+,Free,7-Nov-18,https://is2-ssl.mzstatic.com/image/thumb/Purple128/v4/69/79/b4/6979b419-8475-5ca1-c8c4-24ea1ad857c5/AppIcon-0-1x_U007emarketing-0-0-85-220-6.png/230x0w.png,,Games
Quadrilateral CrazyRotation,https://apps.apple.com/us/app/quadrilateral-crazyrotation/id1510722275,,,,"Quaddrilateral CrazyRotationは正方形の2 Dと3 D画面のゲームです。2 Dページで10分以上のアンロック3 Dインターフェースができます。遊び方は全部回転によって違うブロックを避けられます。

",小利 买,3.8 MB,English,4+,Free,3-Jul-20,https://is5-ssl.mzstatic.com/image/thumb/Purple124/v4/21/ac/94/21ac945b-f745-f2e6-a739-31ec3a461cd3/AppIcon-0-0-1x_U007emarketing-0-0-0-5-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/230x0w.png,,Games
Quadrilaterals - Math Games,https://apps.apple.com/us/app/quadrilaterals-math-games/id1489811952,,,Introduction to geometry!,"Explore geometry and quadrilaterals.
A fun reference game to learn about different squares and their properties.

We take your privacy very seriously. This application:

- Does not collect information
- Does not contain advertising
- Does not contain in-app purchases
- Does not use analytics / data collecting tools
- Does not link to social networks


      more
    
",Abécédaire,27 MB,English,4+,$1.99 ,9-Apr-20,https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/e6/ae/06/e6ae0681-d1be-3577-b8b9-510d38ed2631/AppIcon-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-8.png/230x0w.png,,Education
Quadrillity,https://apps.apple.com/us/app/quadrillity/id1466368173,,,A quadrillion and one puzzles!,"Based on the Quadrillion solitaire game by SmartGames EU. 

Arrange the four board wedges by yourself or roll the dice to pick a configuration. Then the fun begins. Twelve colored shapes appear. Your task is to fit the shapes into the board. Avoid the black/white spots as those are no-go areas. 

There are 24,576 possible configurations of the four board wedges.

If you get stuck, a solver is available!

In this game alone there are 24,576 possible configurations of the four board wedges. Each configuration has thousands of possible solutions fitting each of the twelve colored pieces onto the board.

Can you find them all?

Stay tuned as solutions will be added for all 24.576 configurations as they become available. Also, other configurations of the board wedges will be added, such as:

Four-in-a-line
Diamond
Clover
Hook

Have fun!


      more
    
","Phrenetic Apps, LLC",14.3 MB,English,4+,Free,21-Apr-20,https://is2-ssl.mzstatic.com/image/thumb/Purple123/v4/3b/87/3c/3b873c2c-5eac-1eff-7655-cc68774ec8e0/AppIcon-1x_U007emarketing-0-7-0-0-85-220.png/230x0w.png,Yes,Games
Quadripong,https://apps.apple.com/us/app/quadripong/id1048242920,,,,"The goal of Quadripong is simple — keep the ball on the screen. Every time the ball hits a paddle, you get a point. Your thumb moves all four paddles at once.

No in-app purchases here, pay once and play forever!

",Juicebox App Co.,691.2 KB,English,4+,$0.99 ,27-Oct-15,https://is1-ssl.mzstatic.com/image/thumb/Purple118/v4/2d/6a/65/2d6a65ed-eb95-d96a-1fdf-526bbc917c5c/contsched.lfeggpzq.lsr/313x0w.jpg,,Games
Quadris - new brick puzzle,https://apps.apple.com/us/app/quadris-new-brick-puzzle/id1183815795,3.8,73,This is new blocks puzzle.,"The best time killer block puzzle game hit by Kidga.

Easy to play free block puzzle game that improves you concentration. Be the King of unblocked puzzle games!

From now, let`s enjoy a world of the amazing sensational block puzzle mechanics for all ages. You can play with your family for education or with your friends in Fridays pub puzzle battles. Even compare your achievements with gamers from all the world! 

Some people think that Quadris trains brain better than tangram, and that`s true!

Game rules:
- Look at the blocks pieces and draw them on the field. 
- Remove rows. 
- Use the Hold Zone for better tactic decisions.

Features:
- Convenient user interface and easy operation.
- World Leaderboard support.
- Ipads support.

No rush. Simple, mind challenging classic Block Puzzle game!

Enjoy!


      more
    
",Kidga,70.7 MB,English,4+,Free,27-Jun-19,https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/11/78/3e/11783eb0-82ca-575d-3c46-e52651ff6193/AppIcon-0-1x_U007emarketing-0-85-220-0-7.png/230x0w.png,Yes,Games
Quadris 2,https://apps.apple.com/us/app/quadris-2/id1504086368,5,2,Brand New Neverending Classics,"New Quadris.
Just drag the block pieces on the field and drop rows - simple as ever.
Play and have fun.

",Kidga,149.3 MB,"English, Chinese, French, German, Italian, Japanese, Korean, Portuguese, Russian, Spanish, Turkish, Vietnamese",4+,Free,1-Apr-20,https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/2e/98/04/2e98041f-d60c-bf0c-5f6a-5844e483cb0b/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-85-220.png/230x0w.png,Yes,Games
Quadro pong - 4 player arcade game,https://apps.apple.com/us/app/quadro-pong-4-player-arcade-game/id789735680,5,1,,"Quadro Pong - game for 4 players. It is an exciting ping pong style arcade. Colorful graphics, simple gameplay and a lot of positive for the cheerful company. Let the strongest win!

",Hibercon Technologies,104 MB,"English, Catalan, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Italian, Japanese, Korean, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Traditional Chinese, Turkish


      more",4+,Free,8-Mar-14,https://is1-ssl.mzstatic.com/image/thumb/Purple/v4/e0/5b/21/e05b2164-ffbe-f48a-967e-ea3e9978f79a/mzl.slxznxsq.jpg/230x0w.jpg,,Games
Quadroid,https://apps.apple.com/us/app/quadroid/id1451635043,5,2,Swipe Journey!,"Swipe your way though the portals in these Crazy Twisted Tunnels, This droid is not so easy. How far can you go ?

",Khamp Sykhammountry,42.4 MB,English,4+,Free,23-Jun-19,https://is2-ssl.mzstatic.com/image/thumb/Purple113/v4/6a/b2/9b/6ab29b4b-1f97-2b0b-362b-8c921cb22944/AppIcon-0-1x_U007emarketing-0-85-220-7.png/230x0w.png,,Games
Quadropus Rampage,https://apps.apple.com/us/app/quadropus-rampage/id635874036,4.9,340,"Half the legs, double the rage","""... it's challenging, it's funny, and most important of all, it's a lot of silly, goofy fun."" - Gamezebo, 4.5/5""... quit reading and download it right now."" - TouchArcade,  4.5/5Quadropus Rampage is an Endless Roguelike that casts you, the player, as an enraged, 4 legged cephalopod. It is your quest to reach the bottom of the ocean and destroy Pete, the evil god of the sea, before his army of abyssal creatures can overtake the ocean.== FEATURES ==• Perfect blend of roguelike and brawler - Hit enemies in their stupid faces!• Endless Gameplay - Procedurally generated weapons, levels, and enemies that keep the action fresh until you die from thumb exhaustion• Be a quadropus - Go on a rampage• Four game modes - Story mode, Insane Mode, Manic Mode, and Timed Sprint, with more unlocked once you beat the game• Pets - They'll accompany you in battle and save your hide!• Intuitive, fast-paced combat - Easy to learn, difficult to master. Dodge, block, stab, smash, and spin your way to victory!• Five epic boss fights - Pursue Pete into the depths and bludgeon his mouth off. Then do it again in the Petemare and Pete's Reckoning game modes!• Mastery system - 23 achievements with gameplay altering rewards• Artifacts - Unearth 39 treasures that let you shoot lasers out of your face or turn your pet starfish into an explosive boomerang• Extensive upgrade tracks - Invest orbs in your quadropus to make him stronger• Hilarious Characters - Break your ribs from intense chucklingFrom the creators of the critically acclaimed Towelfight 2: The Monocle of Destiny.GET TO TENTACLE-SLAPPIN!
","Butterscotch Shenanigans, Inc.",61 MB,English,12+,Free,13-Apr-18,https://is3-ssl.mzstatic.com/image/thumb/Purple128/v4/19/be/5d/19be5d66-a552-3453-aad9-d6e9f4c3a282/AppIcon-1x_U007emarketing-85-220-3.png/230x0w.png,Yes,Games
Quadrox Lite,https://apps.apple.com/us/app/quadrox-lite/id878934343?mt=12,5,2,,"Assemble the whole objects from the separated pieces. Each assembled object creates points,which you can use to buy even more objects. The most expensive item - it's a surprise, hidden in the box. Only the best player can find out what is hidden under the beautiful wrapping. 
If you want to make the game easier, you can use the hammer or the bomb.These bonuses will help to clear up the field from extra pictures. 
Play,make points, get trophies and have fun. The game is supported by theGame Center, so you have a great opportunity to share your successes with friends.



      more
    
","Art Studio Dereza, s.r.o.",34.6 MB,"English, German, Russian, Spanish",4+,Free,,https://is2-ssl.mzstatic.com/image/thumb/Purple128/v4/13/58/db/1358db86-66ff-50fe-0cd8-2e88db5bf5c7/contsched.onfkfdib.png/230x0w.png,Yes,Games
Quadrum Tug,https://apps.apple.com/us/app/quadrum-tug/id1156216951,,,,"Quadrum Tug is a new look at tug of war games. Battle you friends in a great dual-screen mode, test whose fingers are the finest, challenge youself in a battle versus AI.

Easy and user friendly interface, one tap gameplay, infinite fun - those are just a few thing that make Quadrum Tug so unique and entertaining.

Press on white plates and avoid red ones, use powerups to claim your victory.

Quadrum Tug is a non commercial product, thus you will never se any ads, in-app-purchases and other anoying stuff.


      more
    
",Oganes Oganyan,120.5 MB,English,4+,Free,,https://is3-ssl.mzstatic.com/image/thumb/Purple71/v4/86/6d/6d/866d6dff-6d34-349e-8a30-0e23c14faa34/pr_source.jpg/230x0w.jpg,,Games
Quadruple Cube Jump 3D,https://apps.apple.com/us/app/quadruple-cube-jump-3d/id1452119487,5,1,Flip through obstacles,"Can you reach the three pyramids? 

If you like rhythm-based platformer games, this one will rock your world, not because it's in 3D, but because it's insanely addictive! This game provides fast-paced 3D platformer experience along with ""impossible"" game challenges that's more accessible to newcomers. 

With simple ""touch to play"" experience, it will keep you entertained if you are on the train, on a bus, or simply when taking breaks. This is more of a casual style, fast-paced, adventurous, action platformer game. Each level has a progress bar to help you track your progress. 

Your jumping cube flips through obstacles to reach its final destination: the ol' mighty pyramids! Do your best to avoid spikes, moving objects, 3D enemies, moving platforms, ramps and much more. The main objective is to stay alive and flip your way through obstacles to reach your final destination. 

You can play with 3 different cube types: 
- double jump cube (red cube)
- triple jump cube (dark red cube)
- quadruple jump cube (very dark, cherry color cube)

Each jumping cube has its jumping limits while in the air. Once it reaches the ground, the jump limit resets itself and you can jump again. This is what makes this gameplay unique and entertaining. For each cube type, there are special levels to play with. Quadruple jump cube has levels that can be complete only if the cube can quadruple jump. Triple jump cube levels are suitable for triple and quadruple jump cubes, and so on.. There are many level variations for each cube abilities. 

There are also PRACTICE levels to sharpen your skills. Those practice levels are shorter version of the longer levels. They are more ""snackable"" and easier to complete, but once you go to the longer levels to reach the ol' might pyramids is not easy. 

Insanely addictive and FREE TO PLAY!
Download now!


      more
    
",Hristo Zhelev,37 MB,English,4+,Free,16-Mar-19,https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/8c/d5/cc/8cd5cc31-5976-908d-6a91-ae11932a2697/AppIcon-0-1x_U007emarketing-0-85-220-0-7.png/230x0w.png,Yes,Games
Quadrus,https://apps.apple.com/us/app/quadrus/id773251281,2.1,55,,"Quadrus is pure strategy. Your goal is to place all your pieces on the board before your opponents. You’ll have to use strategy to block the other players and secure your own space on the board.

Quadrus can be played in three modes:
- “Duo” for fast paced two players games.
- “Classic 2” for two players intensive strategy games.
- “Classic 4” for four players fights.

The game features a challenging artificial intelligence with 3 difficulty levels. You can also play with your friends on a single device.

Highlights:
- 3 Games in 1: “Duo”, “Classic 4” and “Classic 2”.
- Artificial intelligence with 3 difficulty levels.
- Multiplayer mode on a single device.
- Intuitive and user-friendly interface.

Do you want to give your brain some challenge? Try Quadrus!


      more
    
",Fovea,17.6 MB,"English, Catalan, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Traditional Chinese, Turkish


      more",4+,$0.99 ,16-Feb-14,https://is4-ssl.mzstatic.com/image/thumb/Purple4/v4/5f/6e/82/5f6e821d-7fb4-0d48-18b7-889fd8d5d7f9/mzl.ggipypvw.png/230x0w.png,,Games
Quads,https://apps.apple.com/us/app/quads/id695523522,4.8,5,,"It's an easy task!

Spot the largest area!

Challenge your friends via Facebook or Apple Game Center.

Quads is a challenging game with outstanding animations. It is beautifully designed, accompanied by a relaxing sound ambience.

Quads is exclusively available  for Apple iOS devices. It is perfectly aligned for all display sizes and features the optimal resolution for every device.

Playing the game, you earn a certain number of Quads - in order to buy Super Power, 2500 Quads are needed. Wisely used, Super Power has a big impact on your score. If you should run out of Quads and you have limited time to play for new ones, you can also buy new Quads in the App Store.

THANK YOU FOR PLAYING WITH US!


      more
    
",Marcus Dobler Applications UG (haftungsbeschränkt),59.1 MB,English,4+,Free,4-Sep-17,https://is2-ssl.mzstatic.com/image/thumb/Purple118/v4/19/c0/35/19c03535-8538-4f6a-3406-ac9f44afea6d/contsched.ushusnqp.png/230x0w.png,Yes,Games
Quads AR,https://apps.apple.com/us/app/quads-ar/id1190511587,,,,"Quads AR was designed by an Orthopaedic surgeon working with his patients and physiotherapist. Quads AR provides a fun way of playing an engaging Augmented Reality game which actually doing leg exercises.

There are two modes of play:
(1) Computer vision:  International and UK users. The latest upgrade uses computer vision. This is suitable for iPhone 6s and above with iOS version 9.0 and later

(2) Marker mode: The previous mode uses a marker and is suitable for previous models of iPhone. Please note that this is only available in the UK 

There are several levels of difficulty. In the most basic level, the user is prompted to capture and hold a moving character on the screen. The longer this character is held the more rewards. At this level, the movement of the character is restricted to half of the screen. 
The game progresses through increasing levels of difficulty through to the level where the user has to bounce a character moving across the whole screen off a trampoline.
The user can review his/her activity logs and share the results on social media.

Please get in touch with all your comments and we will improve our app.
Happy Gaming
The Knee Tracker Team


      more
    
",Shameem Sampath,39.7 MB,English,4+,$1.99 ,19-Jan-19,https://is1-ssl.mzstatic.com/image/thumb/Purple124/v4/d3/b2/c4/d3b2c44e-b1d0-09fa-7b85-c89385ea6a95/AppIcon-0-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-10.png/230x0w.png,,Health & Fitness
Quads Puzzle,https://apps.apple.com/us/app/quads-puzzle/id1463343381,,,Fun and relaxing puzzle,"Fun, relaxing, no compromises: Quads is the puzzle made for you!

",Mariano Bucci,22.4 MB,English,4+,Free,,https://is1-ssl.mzstatic.com/image/thumb/Purple123/v4/59/bf/79/59bf7964-5fe0-27e1-b453-b581442a91db/AppIcon-0-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-10.png/230x0w.png,,Games
