Xander Shona Wardrobe,https://apps.apple.com/us/app/xander-shona-wardrobe/id1219904964,,,,"Shona Wardrobe is an Shona educational app for young children that teaches them the names (and pronunciation) for different body parts, clothing and weather. After consolidating the terminology it concludes with a fun game that provides hours of entertainment.The app is highly sensorial as it engages hearing, vision and touch. It further encourages the development of fine motor skills, language ability and critical reasoning.Learning is optimised through repetition and engagement with beautiful hand-drawn illustrations. Children will be able to name specific body parts and dress in weather-appropriate clothing. Children can also use the app to indicate discomfort in certain body parts or where they feel ill. This app is helpful in second language acquisition and can be supportive in the education of learners with cognitive disabilities (or recovering stroke patients). Patients can benefit from the repetition, patterns and clear pronunciation of words. Shona Wardrobe consist of four games:Body: Learn the names and pronunciation of body parts.Face: Learn the names and pronunciation of facial features. Clothes: Learn the names and pronunciation of various items of clothing.Get dressed: Match appropriate items of clothing to wear with the seasons and weather.Xander Apps is a truly African initiative, developed by a Stellenbosch-based mother of three and incorporates widely accepted psychological findings on the importance of education in a child’s mother tongue.Your children can now engage with high-quality educational apps in the comfort of their home language, resulting in enhanced knowledge absorption and technical skills proficiency that can match global peers. Features:Learn vocabulary to describe parts of the face, body, clothing and weather. Listen and practice pronunciation of the terminology.Play dressing game to make terminology relevant.Remember vocabulary through repetition and engagement.Improve fine-motor skills through drag & drop exercises.⁠⁠⁠⁠
",Bilal Kathrada,11 MB,English,4+,$1.99,1 Dec 2017,https://is4-ssl.mzstatic.com/image/thumb/Purple118/v4/70/50/0e/70500e1c-000f-f871-0273-056d1d3ad774/mzl.cqwubbth.png/230x0w.png,,Education
Xander Sotho Wardrobe,https://apps.apple.com/us/app/xander-sotho-wardrobe/id1219904952,,,,"Sotho Wardrobe is an Sotho educational app for young children that teaches them the names (and pronunciation) for different body parts, clothing and weather. After consolidating the terminology it concludes with a fun game that provides hours of entertainment.The app is highly sensorial as it engages hearing, vision and touch. It further encourages the development of fine motor skills, language ability and critical reasoning.Learning is optimised through repetition and engagement with beautiful hand-drawn illustrations. Children will be able to name specific body parts and dress in weather-appropriate clothing. Children can also use the app to indicate discomfort in certain body parts or where they feel ill. This app is helpful in second language acquisition and can be supportive in the education of learners with cognitive disabilities (or recovering stroke patients). Patients can benefit from the repetition, patterns and clear pronunciation of words. Sotho Wardrobe consist of four games:Body: Learn the names and pronunciation of body parts.Face: Learn the names and pronunciation of facial features. Clothes: Learn the names and pronunciation of various items of clothing.Get dressed: Match appropriate items of clothing to wear with the seasons and weather.Xander Apps is a truly African initiative, developed by a Stellenbosch-based mother of three and incorporates widely accepted psychological findings on the importance of education in a child’s mother tongue.Your children can now engage with high-quality educational apps in the comfort of their home language, resulting in enhanced knowledge absorption and technical skills proficiency that can match global peers. Features:Learn vocabulary to describe parts of the face, body, clothing and weather. Listen and practice pronunciation of the terminology.Play dressing game to make terminology relevant.Remember vocabulary through repetition and engagement.Improve fine-motor skills through drag & drop exercises.
",Bilal Kathrada,12.1 MB,English,4+,$1.99,2017年12月1日,https://is4-ssl.mzstatic.com/image/thumb/Purple128/v4/74/9f/9c/749f9c1d-9ded-dbde-70d3-2beb9b2d3f14/mzl.nljiqtam.png/230x0w.png,,Education
Xander Swahili 123,https://apps.apple.com/us/app/xander-swahili-123/id1015829291,,,,"Swahili 123 is an Swahili educational app for young children that teaches numeracy using child-friendly counting beads and characters from the animal kingdom.Xander, the lovable narrator, guides your child through four learn-through-play activities involving vision, hearing and touch to teach them how to count to 10 in Swahili.Swahili 123 consists of 4 games:Let’s count: Learn to recognise and pronounce numbersAbacus: Drag colourful beads to the corresponding numberWrite it yourself: Trace the number yourselfBuild it yourself: Drag colourful beads to the matching placeholderFeatures: Learn to count to ten and trace numbers Study numbers in the font used by schoolsPractice pronunciationUnderstand quantities through fun exercisesImprove fine motor skills Xander Apps is a truly African initiative, developed by a Stellenbosch-based mother of three and incorporates widely accepted psychological findings on the importance of education in a child’s mother tongue.Your children can now engage with high-quality educational apps in the comfort of their home language, resulting in enhanced knowledge absorption and technical skills proficiency that can match global peers. Other apps in the Xander Apps range:Afrikaans 123Afrikaans ABCAfrikaans Shapes and Colours Afrikaans WardrobeXhosa 123Xhosa Shapes and ColoursXhosa WardrobeSwahili Shapes and ColoursSwahili WardrobeZulu 123Zulu Shapes and ColoursZulu Wardrobe
",Bilal Kathrada,11.8 MB,English,4+,$1.99,"Dec 1, 2017",https://is5-ssl.mzstatic.com/image/thumb/Purple128/v4/65/4e/43/654e43a8-65a1-d38d-77d9-67a7998c0487/mzl.gwiuxmin.png/230x0w.png,,Education
Xander Swahili Shapes&Colours,https://apps.apple.com/us/app/xander-swahili-shapes-colours/id1015854341,,,,"Swahili Shapes and Colours is a Swahili educational app for your children that teaches six basic shapes and the primary and secondary colours using age appropriate games.Xander, the lovable narrator, guides your child through six learn-through-play activities involving vision, hearing and touch to teach them to identify shapes and colours.Swahili Shapes and Colours consists of 6 games:Hear and see the shapeHear and see the colourTrace the shapeDrag and drop to make the shape fitShape and colour recognition with matching gameIdentify the shape that fitsFeatures: Practice pronunciation of Swahili shapes and colours.Play games using shape recognition and puzzles.Improve concentration with a memory card game.Practice to draw shapes with a tracing exercise.Improve fine-motor skills using drag & drop exercises.Xander Apps is a truly South African initiative, developed by a Stellenbosch-based mother of three children and incorporates widely accepted psychological findings on the importance of education in a child’s mother tongue.Your children can now engage with high-quality educational apps in the comfort of their home language, resulting in enhanced knowledge absorption and technical skills proficiency that can match global peers.Other apps in the Xander Apps range:Afrikaans 123Afrikaans ABC Afrikaans Shapes and ColoursAfrikaans WardrobeXhosa 123Xhosa Shapes and ColoursXhosa WardrobeZulu 123Zulu Shapes and ColoursZulu WardrobeSwahili 123Swahili Wardrobe
",Bilal Kathrada,29.6 MB,English,4+,$1.99,6 Des 2017,https://is5-ssl.mzstatic.com/image/thumb/Purple118/v4/ba/8a/26/ba8a2635-a7cb-a3a7-bcc0-f8f7a1a8a66a/mzl.ptdwsfnt.png/230x0w.png,,Education
Xander Swahili Wardrobe,https://apps.apple.com/us/app/xander-swahili-wardrobe/id1015879859,,,,"Swahili Wardrobe is an educational app for young children that teaches  the names (and pronunciation) of different body parts, clothing and weather, in Swahili. After consolidating the terminology it concludes with a fun game that provides hours of entertainment.The app is highly sensorial as it engages hearing, vision and touch. It further encourages the development of fine motor skills, language ability and critical reasoning.Learning is optimised through repetition and engagement with beautiful hand-drawn illustrations. Children will be able to name specific body parts and dress in weather-appropriate clothing. Children can also use the app to indicate discomfort in certain body parts or where they feel ill. This app is helpful in second language acquisition and can be supportive in the education of learners with cognitive disabilities (or recovering stroke patients). Patients can benefit from the repetition, patterns and clear pronunciation of words. Swahili Wardrobe consist of four games:Body: Learn the names and pronunciation of body parts.Face: Learn the names and pronunciation of facial features. Clothes: Learn the names and pronunciation of various items of clothing. Get dressed: Match appropriate items of clothing to wear with the seasons and weather.Features:Learn vocabulary to describe facial features, parts of the body, clothing and weather. Listen and practice pronunciation of the terminology.Play dressing game to make terminology relevant and provide context. Retain vocabulary through repetition and engagement.Improve fine-motor skills through drag & drop exercises.Xander Apps is a truly African initiative, developed by a Stellenbosch-based mother of three and incorporating widely accepted psychological findings on the importance of early education in a child’s mother tongue.Your children can now engage with high-quality educational apps in the comfort of their home language, resulting in enhanced knowledge absorption and technical skills proficiency that can match that of their global peers.
",Bilal Kathrada,11.8 MB,English,4+,$1.99,"Dec 2, 2017",https://is4-ssl.mzstatic.com/image/thumb/Purple128/v4/a0/61/09/a061095b-89e5-7397-e846-56c571d290c8/mzl.riiyplxu.png/230x0w.png,,Education
Xander Tswana 123,https://apps.apple.com/us/app/xander-tswana-123/id1106295455,,,,"Tswana 123 is a Tswana educational app for young children that teaches numeracy using child-friendly counting beads and characters from the animal kingdom.Xander, the lovable narrator, guides your child through four learn-through-play activities involving vision, hearing and touch to teach them how to count to 10 in Tswana.Tswana 123 consists of 4 games:Let’s count: Learn to recognise and pronounce numbersAbacus: Drag colourful beads to the corresponding numberWrite it yourself: Trace the number yourselfBuild it yourself: Drag colourful beads to the matching placeholderFeatures: Learn to count to ten and trace numbers Study numbers in the font used by schoolsPractice pronunciationUnderstand quantities through fun exercisesImprove fine motor skills Xander Apps is a truly African initiative, developed by a Stellenbosch-based mother of three and incorporates widely accepted psychological findings on the importance of education in a child’s mother tongue.Your children can now engage with high-quality educational apps in the comfort of their home language, resulting in enhanced knowledge absorption and technical skills proficiency that can match global peers.
",Bilal Kathrada,12.5 MB,English,4+,$1.99,"Dec 1, 2017",https://is3-ssl.mzstatic.com/image/thumb/Purple118/v4/03/e1/84/03e1848f-e452-703a-80e7-2454052ba53f/mzl.nozjcdeu.png/230x0w.png,,Games
Xander Tswana Fruit & Veg,https://apps.apple.com/us/app/xander-tswana-fruit-veg/id1293714054,,,,"Xander Fruit & Veg is a Tswana educational app for young children that teaches children all about fruit and vegetables and includes vital school readiness activities such as sorting, matching and basic sums. Children can learn the names of fruit and vegetables, where they grow, and the nutritional benefits. Entertaining games then allows the information to be applied and absorbed. Xander apps are intuitive and age appropriate, with beautifully hand-drawn illustrations offering young children endless entertainment while parents enjoy peace of mind.Xander, the lovable narrator, guides children along the learn-through-play activities that stimulate  vision, hearing and touch, while also imparting a vital skills to prepare for school as well as practical  knowledge and vocabulary about fruit and vegetables in Tswana.A toybox offering a variety of activities and skills:●	Listen and pronounce the names of fruit and vegetables.●	Learn about their nutritional benefits and where they grow.●	Practice what you’ve learnt with interactive matching, sorting and pattern recognition games.●	Basic sums with fruit and vegetables offer hours of fun for young children.Features: Learn the vocabulary for fruit and vegetables Read words in the font used by schoolsPractice pronunciationLearn about where fruit and vegetables grow and why they’re so good for youPractice what you’ve learnt through fun activitiesImprove fine motor skills Build skills through sorting, matching and pattern recognitionPractice basic sums Free play to decorate a play with fruit and vegetable Xander is a truly African initiative, developed by a local South-African Chartered Accountant and mother of three and incorporates widely accepted psychological findings on the importance of education in a child’s mother tongue.Your children can now engage with high-quality educational apps in the comfort of their home language, resulting in enhanced knowledge absorption and technical skills proficiency that can match that of their global peers.
",Bilal Kathrada,38.5 MB,English,4+,$1.99,,https://is4-ssl.mzstatic.com/image/thumb/Purple128/v4/43/96/64/439664e1-227b-dc01-3f5e-eb1754189180/pr_source.jpg/230x0w.jpg,,Education
Xander Tswana Play 1-20,https://apps.apple.com/us/app/xander-tswana-play-1-20/id1293714066,,,,"Xander Tswana Play is an educational app for young children that focuses on proficiency with arithmetic for numbers one through to 20. Counting and mathematics skills are developed in this app after users have mastered the basics in Xander 123. Here young children learn about odd and even numbers, counting in multiples and creating sums in a magic triangle designed to encourage self-discovery. These endless educational games encourage deeper knowledge and allow users to overcome challenges through problem solving. This is another age appropriate, curriculum based app by the creators of Xander to support early learning in local languages and prepare little children for big school. Join more than 500,000 parents around the world who have already embraced the little curious dinosaur, Xander, on many learning adventures. Features: Age appropriate and entertainingCurriculum based activitiesLearn to identify and count in multiples of 2, 3, 4 and 5Learn to identify odd and even numbersPractice basic arithmetic through sum creationIntroduction to the magic triangleImprove fine motor skills and problem solvingDevelop confidence through acquiring skills for school readinessXander is a truly African initiative, developed by a local South-African Chartered Account and mother of three children to incorporate widely accepted psychological findings on the importance of education in a child’s mother tongue.
",Bilal Kathrada,15.9 MB,English,4+,$1.99,,https://is4-ssl.mzstatic.com/image/thumb/Purple118/v4/7b/35/14/7b351496-36eb-225a-e719-84b7f5c74975/pr_source.jpg/230x0w.jpg,,Education
Xander Tswana Shapes & Colours,https://apps.apple.com/us/app/xander-tswana-shapes-colours/id1160827433,,,,"Tswana Shapes and Colours is an educational app for your children that teaches six basic shapes and the primary and secondary colours using age appropriate games.  Xander, the lovable narrator, guides your child through six learn-through-play activities involving vision, hearing and touch to teach them to identify shapes and colours.  Tswana Shapes and Colours consists of 6 games: Hear and see the shape Hear and see the colour Trace the shape Drag and drop to make the shape fit Shape and colour recognition with matching game Identify the shape that fits  Features:  Practice pronunciation of Tswana shapes and colours. Play games using shape recognition and puzzles. Improve concentration with a memory card game. Practice to draw shapes with a tracing exercise. Improve fine-motor skills using drag & drop exercises.  Xander Apps is a truly South African initiative, developed by a Stellenbosch-based mother of three children and incorporates widely accepted psychological findings on the importance of education in a child’s mother tongue.  Your children can now engage with high-quality educational apps in the comfort of their home language, resulting in enhanced knowledge absorption and technical skills proficiency that can match global peers.
",Bilal Kathrada,26 MB,English,4+,$1.99,"Dec 1, 2017",https://is4-ssl.mzstatic.com/image/thumb/Purple118/v4/df/81/a7/df81a7fd-41dd-1b84-de4b-5e09a1dc5a1f/mzl.xtwgpget.png/230x0w.png,,Education
Xander Tswana Time 1,https://apps.apple.com/us/app/xander-tswana-time-1/id1293714861,,,,"Xander Time is a Tswana educational app for young children to learn to tell the time through healthy technology. Children are introduced to the clock and each hour before they practice to tell the time of the day through an entertaining game.This is another age appropriate, curriculum based app by the creators of Xander to support early learning in local languages and prepare little children for big school.Join parents around the world who have already embraced the little curious dinosaur, Xander, on many learning adventures.Features:Age appropriate and entertainingCurriculum based activitiesLearn about a clock and the time of the dayImprove fine motor skills and problem solvingDevelop confidence through acquiring skills for school readinessXander is a truly African initiative, developed by a local South-African Chartered Account and mother of three children to incorporate widely accepted psychological findings on the importance of education in a child’s mother tongue.
",Bilal Kathrada,47.8 MB,English,4+,$1.99,,https://is1-ssl.mzstatic.com/image/thumb/Purple128/v4/55/c6/cf/55c6cf51-0983-4bb1-9425-726011a7ccc4/pr_source.jpg/230x0w.jpg,,Education
Xander Tswana Time 2,https://apps.apple.com/us/app/xander-tswana-time-2/id1293714867,,,,"Xander Time part 2 is a Tswana educational app for young children to learn to tell the time through healthy technology. Children are introduced to more advanced features after learning the basics of time telling in Part 1. Here children learn about each half hour and quarter hour before they practice their new skills through an entertaining game of stop-the-clock.This is another age appropriate, curriculum based app by the creators of Xander to support early learning in local languages and prepare little children for big school.Join parents around the world who have already embraced the little curious dinosaur, Xander, on many learning adventures.Features:Age appropriate and entertainingCurriculum based activitiesLearn to tell the time with half hour and quarter hourPractice time telling with fun stop-the- clock gameImprove fine motor skills and problem solvingDevelop confidence through acquiring skills for school readinessXander is a truly African initiative, developed by a local South-African Chartered Account and mother of three children to incorporate widely accepted psychological findings on the importance of education in a child’s mother tongue.
",Bilal Kathrada,40.3 MB,English,4+,$1.99,,https://is2-ssl.mzstatic.com/image/thumb/Purple128/v4/19/25/0b/19250b44-3dfe-28bb-4c9b-21940121c768/pr_source.jpg/230x0w.jpg,,Education
Xander Tswana Transport,https://apps.apple.com/us/app/xander-tswana-transport/id1289161727,,,,"Xander Transport is a Tswana educational app for young children to learn about transport through healthy technology. Children enjoy the interactive spin & match game while learning about transport and expanding their vocabulary. Your child will be given the opportunity challenge him/herself using time constraints to become confident at completing and naming each mode of transport. This is another age appropriate, curriculum based app by the creators of Xander to support early learning in local languages and prepare little children for big school. Join over 500,000 parents around the world who have already embraced the little curious dinosaur, Xander, on many learning adventures. Features: Age appropriate and entertainingCurriculum based activitiesLearn different modes of transportPractice identifying various forms of transportImprove fine motor skills and problem solvingDevelop confidence through acquiring skills for school readinessXander is a truly African initiative, developed by a local South-African Chartered Account and mother of three children to incorporate widely accepted psychological findings on the importance of education in a child’s mother tongue.
",Bilal Kathrada,41.9 MB,English,4+,$1.99,,https://is3-ssl.mzstatic.com/image/thumb/Purple128/v4/81/ab/16/81ab1666-d15a-a25e-7e5c-1bc6be03045f/pr_source.png/230x0w.png,,Education
Xander Tswana Wardrobe,https://apps.apple.com/us/app/xander-tswana-wardrobe/id1219904957,,,,"Tswana Wardrobe is an Tswana educational app for young children that teaches them the names (and pronunciation) for different body parts, clothing and weather. After consolidating the terminology it concludes with a fun game that provides hours of entertainment.The app is highly sensorial as it engages hearing, vision and touch. It further encourages the development of fine motor skills, language ability and critical reasoning.Learning is optimised through repetition and engagement with beautiful hand-drawn illustrations. Children will be able to name specific body parts and dress in weather-appropriate clothing. Children can also use the app to indicate discomfort in certain body parts or where they feel ill. This app is helpful in second language acquisition and can be supportive in the education of learners with cognitive disabilities (or recovering stroke patients). Patients can benefit from the repetition, patterns and clear pronunciation of words. Tswana Wardrobe consist of four games:Body: Learn the names and pronunciation of body parts.Face: Learn the names and pronunciation of facial features. Clothes: Learn the names and pronunciation of various items of clothing.Get dressed: Match appropriate items of clothing to wear with the seasons and weather.Xander Apps is a truly African initiative, developed by a Stellenbosch-based mother of three and incorporates widely accepted psychological findings on the importance of education in a child’s mother tongue.Your children can now engage with high-quality educational apps in the comfort of their home language, resulting in enhanced knowledge absorption and technical skills proficiency that can match global peers. Features:Learn vocabulary to describe parts of the face, body, clothing and weather. Listen and practice pronunciation of the terminology.Play dressing game to make terminology relevant.Remember vocabulary through repetition and engagement.Improve fine-motor skills through drag & drop exercises.
",Bilal Kathrada,11.4 MB,English,4+,$1.99,"Dec 1, 2017",https://is2-ssl.mzstatic.com/image/thumb/Purple118/v4/d3/b1/f0/d3b1f037-d35c-de0c-d56e-3cc9a897d1c0/mzl.ppkpnfuc.png/230x0w.png,,Education
Xander Vervoer,https://apps.apple.com/us/app/xander-vervoer/id1217483246,,,,"Xander Vervoer is an Afrikaans educational app for young children to learn about transport through healthy technology.Children enjoy the interactive spin & match game while learning about transport and expanding their vocabulary. Your child will be given the opportunity challenge him/herself using time constraints to become confident at completing and naming each mode of transport. This is another age appropriate, curriculum based app by the creators of Xander to support early learning in local languages and prepare little children for big school.Join over 500,000 parents around the world who have already embraced the little curious dinosaur, Xander, on many learning adventures.Features:Age appropriate and entertainingCurriculum based activitiesLearn different modes of transportPractice identifying various forms of transportImprove fine motor skills and problem solvingDevelop confidence through acquiring skills for school readinessXander is a truly African initiative, developed by a local South-African Chartered Account and mother of three children to incorporate widely accepted psychological findings on the importance of education in a child’s mother tongue.
",Bilal Kathrada,38.4 MB,English,4+,$1.99,,https://is5-ssl.mzstatic.com/image/thumb/Purple91/v4/b2/78/f4/b278f45a-2caa-fc41-e89c-9f7ea95577c7/pr_source.png/230x0w.png,,Education
Xander Vorms & Kleure,https://apps.apple.com/us/app/xander-vorms-kleure/id901286446,,,,"Afrikaans Shapes and Colours is an Afrikaans educational app for young children that teaches six basic shapes and the primary and secondary colours using age appropriate games.Xander, the lovable narrator, guides your child through six learn-through-play activities involving vision, hearing and touch to teach them to identify shapes and colours.Afrikaans Shapes and Colours consists of 6 games:Hear and see the shapeHear and see the colourTrace the shapeDrag and drop to make the shape fitShape and colour recognition with matching gameIdentify the shape that fitsFeatures: Practice pronunciation of Afrikaans shapes and colours.Play games using shape recognition and puzzles.Improve concentration with a memory card game.Practice to draw shapes with a tracing exercise.Improve fine-motor skills using drag & drop exercises.Xander Apps is a truly African initiative, developed by a local South-African Chartered Accountant and mother of three and incorporates widely accepted psychological findings on the importance of education in a child’s mother tongue.Your children can now engage with high-quality educational apps in the comfort of their home language, resulting in enhanced knowledge absorption and technical skills proficiency that can match global peers.
",Bilal Kathrada,28.8 MB,English,4+,$1.99,"Dec 5, 2017",https://is2-ssl.mzstatic.com/image/thumb/Purple118/v4/1f/fa/3e/1ffa3ea5-e7cb-a22e-4f27-c5c06bd5f677/mzl.kvhqvxyw.png/230x0w.png,,Education
Xander Xhosa 123,https://apps.apple.com/us/app/xander-xhosa-123/id895400513,,,,"Xhosa 123 is an Xhosa educational app for young children that teaches numeracy using child-friendly counting beads and characters from the animal kingdom.Xander, the lovable narrator, guides your child through four learn-through-play activities involving vision, hearing and touch to teach them how to count to 10 in Xhosa.Xhosa 123 consists of 4 games:Siyabala (we count): Learn to recognise and pronounce numbersAbakhasi (Abacus): Drag colourful beads to the corresponding numberBhala ngokwakho: (Learn to write): Trace the number yourselfYenza ngokwakho: (Move the beads): Drag colourful beads to the matching placeholderFeatures: Learn to count to ten and trace numbers Study numbers in the font used by schoolsPractice pronunciationUnderstand quantities through fun exercisesImprove fine motor skills Xander Apps is a truly African initiative, developed by a Stellenbosch-based mother of three and incorporates widely accepted psychological findings on the importance of education in a child’s mother tongue.Your children can now engage with high-quality educational apps in the comfort of their home language, resulting in enhanced knowledge absorption and technical skills proficiency that can match global peers. Other apps in the Xander Apps range:Afrikaans 123Afrikaans ABCAfrikaans Shapes and Colours Afrikaans WardrobeXhosa Shapes and ColoursSwahili Shapes and ColoursSwahili WardrobeComing soon:Zulu 123Zulu Shapes and ColoursZulu WardrobeSwahili 123Swahili Shapes and ColoursSwahili Wardrobe
",Bilal Kathrada,11.8 MB,English,4+,$1.99,2017年12月1日,https://is2-ssl.mzstatic.com/image/thumb/Purple118/v4/4c/03/15/4c0315a6-29ec-29fd-7b0a-a674d20007f6/mzl.dozdsmeh.png/230x0w.png,,Education
Xander Xhosa Fruit & Veg,https://apps.apple.com/us/app/xander-xhosa-fruit-veg/id1293715396,,,,"Xander Fruit & Veg is a Xhosa educational app for young children that teaches children all about fruit and vegetables and includes vital school readiness activities such as sorting, matching and basic sums. Children can learn the names of fruit and vegetables, where they grow, and the nutritional benefits. Entertaining games then allows the information to be applied and absorbed. Xander apps are intuitive and age appropriate, with beautifully hand-drawn illustrations offering young children endless entertainment while parents enjoy peace of mind.Xander, the lovable narrator, guides children along the learn-through-play activities that stimulate  vision, hearing and touch, while also imparting a vital skills to prepare for school as well as practical  knowledge and vocabulary about fruit and vegetables in Xhosa.A toybox offering a variety of activities and skills:●	Listen and pronounce the names of fruit and vegetables.●	Learn about their nutritional benefits and where they grow.●	Practice what you’ve learnt with interactive matching, sorting and pattern recognition games.●	Basic sums with fruit and vegetables offer hours of fun for young children.Features: Learn the vocabulary for fruit and vegetables Read words in the font used by schoolsPractice pronunciationLearn about where fruit and vegetables grow and why they’re so good for youPractice what you’ve learnt through fun activitiesImprove fine motor skills Build skills through sorting, matching and pattern recognitionPractice basic sums Free play to decorate a play with fruit and vegetable Xander is a truly African initiative, developed by a local South-African Chartered Accountant and mother of three and incorporates widely accepted psychological findings on the importance of education in a child’s mother tongue.Your children can now engage with high-quality educational apps in the comfort of their home language, resulting in enhanced knowledge absorption and technical skills proficiency that can match that of their global peers.
",Bilal Kathrada,37.5 MB,English,4+,$1.99,,https://is2-ssl.mzstatic.com/image/thumb/Purple128/v4/ed/8d/e4/ed8de40b-1c9a-b007-2d14-235d8e609880/pr_source.jpg/230x0w.jpg,,Education
Xander Xhosa Play 1-20,https://apps.apple.com/us/app/xander-xhosa-play-1-20/id1293715454,,,,"Xander Xhosa Play is an educational app for young children that focuses on proficiency with arithmetic for numbers one through to 20. Counting and mathematics skills are developed in this app after users have mastered the basics in Xander 123. Here young children learn about odd and even numbers, counting in multiples and creating sums in a magic triangle designed to encourage self-discovery. These endless educational games encourage deeper knowledge and allow users to overcome challenges through problem solving. This is another age appropriate, curriculum based app by the creators of Xander to support early learning in local languages and prepare little children for big school. Join more than 500,000 parents around the world who have already embraced the little curious dinosaur, Xander, on many learning adventures. Features: Age appropriate and entertainingCurriculum based activitiesLearn to identify and count in multiples of 2, 3, 4 and 5Learn to identify odd and even numbersPractice basic arithmetic through sum creationIntroduction to the magic triangleImprove fine motor skills and problem solvingDevelop confidence through acquiring skills for school readinessXander is a truly African initiative, developed by a local South-African Chartered Account and mother of three children to incorporate widely accepted psychological findings on the importance of education in a child’s mother tongue.
",Bilal Kathrada,15.1 MB,English,4+,$1.99,,https://is4-ssl.mzstatic.com/image/thumb/Purple128/v4/14/1e/11/141e1144-819b-f0da-e587-43a1e578279b/pr_source.jpg/230x0w.jpg,,Education
Xander Xhosa Shapes & Colours,https://apps.apple.com/us/app/xander-xhosa-shapes-colours/id901353017,,,,"Xhosa Shapes and Colours is a Xhosa educational app for your children that teaches six basic shapes and the primary and secondary colours using age appropriate games.Xander, the lovable narrator, guides your child through six learn-through-play activities involving vision, hearing and touch to teach them to identify shapes and colours.Xhosa Shapes and Colours consists of 6 games:Hear and see the shapeHear and see the colourTrace the shapeDrag and drop to make the shape fitShape and colour recognition with matching gameIdentify the shape that fitsFeatures: Practice pronunciation of Afrikaans shapes and colours.Play games using shape recognition and puzzles.Improve concentration with a memory card game.Practice to draw shapes with a tracing exercise.Improve fine-motor skills using drag & drop exercises.Xander Apps is a truly South African initiative, developed by a Stellenbosch-based mother of three children and incorporates widely accepted psychological findings on the importance of education in a child’s mother tongue.Your children can now engage with high-quality educational apps in the comfort of their home language, resulting in enhanced knowledge absorption and technical skills proficiency that can match global peers.Other apps in the Xander Apps range:Afrikaans 123Afrikaans ABC Afrikaans Shapes and ColoursAfrikaans WardrobeXhosa 123Xhosa WardrobeComing soon:Zulu 123Zulu Shapes and ColoursSwahili 123Swahili Shapes and Colours
",Bilal Kathrada,29.8 MB,English,4+,$1.99,"Dec 5, 2017",https://is5-ssl.mzstatic.com/image/thumb/Purple128/v4/a1/11/6e/a1116ed6-c4da-9f7d-e864-f7b47346071f/mzl.mbxjwpjg.png/230x0w.png,,Education
Xander Xhosa Time 1,https://apps.apple.com/us/app/xander-xhosa-time-1/id1293715556,,,,"Xander Time is a Xhosa educational app for young children to learn to tell the time through healthy technology. Children are introduced to the clock and each hour before they practice to tell the time of the day through an entertaining game.This is another age appropriate, curriculum based app by the creators of Xander to support early learning in local languages and prepare little children for big school.Join parents around the world who have already embraced the little curious dinosaur, Xander, on many learning adventures.Features:Age appropriate and entertainingCurriculum based activitiesLearn about a clock and the time of the dayImprove fine motor skills and problem solvingDevelop confidence through acquiring skills for school readinessXander is a truly African initiative, developed by a local South-African Chartered Account and mother of three children to incorporate widely accepted psychological findings on the importance of education in a child’s mother tongue.
",Bilal Kathrada,47.5 MB,English,4+,$1.99,,https://is2-ssl.mzstatic.com/image/thumb/Purple128/v4/89/58/94/8958946e-cf3f-4653-e95a-b1b8b5b16d75/pr_source.jpg/230x0w.jpg,,Education
Xander Xhosa Time 2,https://apps.apple.com/us/app/xander-xhosa-time-2/id1293715904,,,,"Xander Time part 2 is a Xhosa educational app for young children to learn to tell the time through healthy technology. Children are introduced to more advanced features after learning the basics of time telling in Part 1. Here children learn about each half hour and quarter hour before they practice their new skills through an entertaining game of stop-the-clock.This is another age appropriate, curriculum based app by the creators of Xander to support early learning in local languages and prepare little children for big school.Join parents around the world who have already embraced the little curious dinosaur, Xander, on many learning adventures.Features:Age appropriate and entertainingCurriculum based activitiesLearn to tell the time with half hour and quarter hourPractice time telling with fun stop-the- clock gameImprove fine motor skills and problem solvingDevelop confidence through acquiring skills for school readinessXander is a truly African initiative, developed by a local South-African Chartered Account and mother of three children to incorporate widely accepted psychological findings on the importance of education in a child’s mother tongue.
",Bilal Kathrada,38.8 MB,English,4+,$1.99,,https://is2-ssl.mzstatic.com/image/thumb/Purple118/v4/84/7f/f7/847ff795-c384-b5f6-ed87-76c1534c5a17/pr_source.jpg/230x0w.jpg,,Education
Xander Xhosa Transport,https://apps.apple.com/us/app/xander-xhosa-transport/id1289164176,,,,"Xander Transport is a Xhosa educational app for young children to learn about transport through healthy technology. Children enjoy the interactive spin & match game while learning about transport and expanding their vocabulary. Your child will be given the opportunity challenge him/herself using time constraints to become confident at completing and naming each mode of transport. This is another age appropriate, curriculum based app by the creators of Xander to support early learning in local languages and prepare little children for big school. Join over 500,000 parents around the world who have already embraced the little curious dinosaur, Xander, on many learning adventures. Features: Age appropriate and entertainingCurriculum based activitiesLearn different modes of transportPractice identifying various forms of transportImprove fine motor skills and problem solvingDevelop confidence through acquiring skills for school readinessXander is a truly African initiative, developed by a local South-African Chartered Account and mother of three children to incorporate widely accepted psychological findings on the importance of education in a child’s mother tongue.
",Bilal Kathrada,42 MB,English,4+,$1.99,,https://is2-ssl.mzstatic.com/image/thumb/Purple128/v4/20/60/42/206042d1-6615-f496-8a70-43d510de8804/pr_source.png/230x0w.png,,Education
